Captcha_Name,Captcha_Url,Captch_Image_View,Captcha_Answer
sleep1706508613595.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508613595.png,,ke5kp
sleep1706508621890.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508621890.png,,82rma
sleep1706508631192.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508631192.png,,h42d8
sleep1706508644854.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508644854.png,,wn26a
sleep1706508650859.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508650859.png,,erb35
sleep1706508656862.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508656862.png,,adeem
sleep1706508662865.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508662865.png,,e32an
sleep1706508668868.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508668868.png,,cb24k
sleep1706508675188.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508675188.png,,y2men
sleep1706508682469.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508682469.png,,w77p7
sleep1706508690752.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508690752.png,,d77dc
sleep1706508700050.png,https://raw.githubusercontent.com/maniotrix/Sample_Captcha_Data/main/rsce_sample_captcha_batches/_start_4000/sleep1706508700050.png,,pn7fm
